"_id","fontsize","symbolsize","useSymbols","symbolSet","useE2r","useAudio","canClick","theme","created","symbolsizeMin","rev","navigator_appCodeName","navigator_appName","navigator_appVersion","navigator_language","navigator_platform","navigator_product","navigator_userAgent","navigator_vendor","navigator_vendorSub","themeDetails_ffDefault","themeDetails_fwDefault","themeDetails_fsDefault","themeDetails_cornerRadius","themeDetails_bgColorHeader","themeDetails_bgImgOpacityHeader","themeDetails_borderColorHeader","themeDetails_fcHeader","themeDetails_iconColorHeader","themeDetails_bgColorContent","themeDetails_bgImgOpacityContent","themeDetails_borderColorContent","themeDetails_fcContent","themeDetails_iconColorContent","themeDetails_bgColorDefault","themeDetails_bgImgOpacityDefault","themeDetails_borderColorDefault","themeDetails_fcDefault","themeDetails_iconColorDefault","themeDetails_bgColorHover","themeDetails_bgImgOpacityHover","themeDetails_borderColorHover","themeDetails_fcHover","themeDetails_iconColorHover","themeDetails_bgColorActive","themeDetails_bgImgOpacityActive","themeDetails_borderColorActive","themeDetails_fcActive","themeDetails_iconColorActive","themeDetails_bgColorHighlight","themeDetails_bgImgOpacityHighlight","themeDetails_borderColorHighlight","themeDetails_fcHighlight","themeDetails_iconColorHighlight","themeDetails_bgColorError","themeDetails_bgImgOpacityError","themeDetails_borderColorError","themeDetails_fcError","themeDetails_iconColorError","themeDetails_bgColorOverlay","themeDetails_bgImgOpacityOverlay","themeDetails_opacityOverlay","themeDetails_bgColorShadow","themeDetails_bgImgOpacityShadow","themeDetails_opacityShadow","themeDetails_thicknessShadow","themeDetails_offsetTopShadow","themeDetails_offsetLeftShadow","themeDetails_cornerRadiusShadow","symbolsizedetectDetails_sizes","symbolsizedetectDetails_size0_score","symbolsizedetectDetails_size0_reactionTimeAverage","symbolsizedetectDetails_size0_moveTimeAverage","symbolsizedetectDetails_size0_reactionTimeStDev","symbolsizedetectDetails_size0_moveTimeStDev","symbolsizedetectDetails_size0_size","symbolsizedetectDetails_size1_score","symbolsizedetectDetails_size1_reactionTimeAverage","symbolsizedetectDetails_size1_moveTimeAverage","symbolsizedetectDetails_size1_reactionTimeStDev","symbolsizedetectDetails_size1_moveTimeStDev","symbolsizedetectDetails_size1_size","symbolsizedetectDetails_size2_score","symbolsizedetectDetails_size2_reactionTimeAverage","symbolsizedetectDetails_size2_moveTimeAverage","symbolsizedetectDetails_size2_reactionTimeStDev","symbolsizedetectDetails_size2_moveTimeStDev","symbolsizedetectDetails_size2_size","symbolsizedetectDetails_size3_score","symbolsizedetectDetails_size3_reactionTimeAverage","symbolsizedetectDetails_size3_moveTimeAverage","symbolsizedetectDetails_size3_reactionTimeStDev","symbolsizedetectDetails_size3_moveTimeStDev","symbolsizedetectDetails_size3_size","read_fullTime","read_symbol2word_correct","read_symbol2word_wrong","read_symbol2word_score","read_symbol2word_times_average","read_symbol2word_times_variance","read_symbol2word_times_standardDeviation","read_word2symbol_correct","read_word2symbol_wrong","read_word2symbol_score","read_word2symbol_times_average","read_word2symbol_times_variance","read_word2symbol_times_standardDeviation","symbolunderstanding_fullTime","symbolunderstanding_symbolunderstanding_correct","symbolunderstanding_symbolunderstanding_wrong","symbolunderstanding_symbolunderstanding_score","symbolunderstanding_symbolunderstanding_times_average","symbolunderstanding_symbolunderstanding_times_variance","symbolunderstanding_symbolunderstanding_times_standardDeviation","lookforcorrect_fullTime","lookforcorrect_color_correct","lookforcorrect_color_wrong","lookforcorrect_color_score","lookforcorrect_color_times_average","lookforcorrect_color_times_variance","lookforcorrect_color_times_standardDeviation","lookforcorrect_b&w_correct","lookforcorrect_b&w_wrong","lookforcorrect_b&w_score","lookforcorrect_b&w_times_average","lookforcorrect_b&w_times_variance","lookforcorrect_b&w_times_standardDeviation","dimensions_zoom","dimensions_width","dimensions_height","_deleted_conflicts_0","symbolsizedetectDetails_size4_score","symbolsizedetectDetails_size4_reactionTimeAverage","symbolsizedetectDetails_size4_moveTimeAverage","symbolsizedetectDetails_size4_reactionTimeStDev","symbolsizedetectDetails_size4_moveTimeStDev","symbolsizedetectDetails_size4_size","symbolsizedetectDetails_size5_score","symbolsizedetectDetails_size5_reactionTimeAverage","symbolsizedetectDetails_size5_moveTimeAverage","symbolsizedetectDetails_size5_reactionTimeStDev","symbolsizedetectDetails_size5_moveTimeStDev","symbolsizedetectDetails_size5_size","symbolsizedetectDetails_size6_score","symbolsizedetectDetails_size6_reactionTimeAverage","symbolsizedetectDetails_size6_moveTimeAverage","symbolsizedetectDetails_size6_reactionTimeStDev","symbolsizedetectDetails_size6_moveTimeStDev","symbolsizedetectDetails_size6_size","wordmatch_su_correct","wordmatch_su_wrong","wordmatch_su_score","wordmatch_su_times_average","wordmatch_su_times_variance","wordmatch_su_times_standardDeviation"
"UT-38","s7","medium","true","capkom","true","true","","UI darkness","","167","","Mozilla","Microsoft Internet Explorer","5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C)","","Win32","","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C)","","","Segoe UI, Arial, sans-serif","bold","1.1em","6px","333333","25","333333","ffffff","ffffff","000000","25","666666","ffffff","cccccc","555555","20","666666","eeeeee","cccccc","0078a3","40","59b4d4","ffffff","ffffff","f58400","30","ffaf0f","ffffff","222222","eeeeee","80","cccccc","2e7db2","4b8e0b","ffc73d","40","ffb73d","111111","a83300","5c5c5c","50","80","cccccc","30","60","7px","-7px","-7px","8px","3","1","4","4212","","951.7608242970849","201","0.8","4","10810","0.4330127018922193","2554.6099995889786","167","0.4","154","19745","149.5","4766.5","143","","","","","","","141786","3","","1","22351.666666666668","209231538.88888893","14464.838018066048","3","","1","20821.666666666668","43519872.88888889","6596.959366927228","70974","5","","1","13842.333333333334","11644227.555555554","3412.3639248408945","274407","3","","1","45182","543171150","23306.032480883572","3","","1","42190.666666666664","564253761.5555555","23754.02621779212","0.6458333333333334","2115","1407","","","","","","","","","","","","","","","","","","","","","","","","",""
"UT-39","s5","medium","true","capkom","true","","true","Sunny","","96","","Mozilla","Microsoft Internet Explorer","5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C)","","Win32","","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C)","","","Segoe UI, Arial, sans-serif","bold","1.1em","8px","817865","45","494437","ffffff","fadc7a","feeebd","100","8e846b","383838","d19405","fece2f","60","d19405","4c3000","3d3d3d","ffdd57","70","a45b13","381f00","bd7b00","ffffff","30","655e4e","0074c7","eb990f","fff9e5","90","eeb420","1f1f1f","ed9f26","d34d17","20","ffb73d","ffffff","ffe180","5c5c5c","50","80","cccccc","30","60","7px","-7px","-7px","8px","5","1","5","6336","","1573.49977933127","224","0.8","5","7890","0.5","1450.047413017933","168","0.6","5","7157","0.4714045207910317","2094.7851122887682","134","1","5","7657","","1838.0077983149763","112","73748","3","1","0.75","7677.333333333333","13737688.222222224","3706.438751985823","3","","1","12873.333333333334","25625672.222222224","5062.180579772143","75834","5","","1","12986.666666666666","358737.5555555555","598.9470390239487","150599","3","1","0.75","18420.666666666668","77974821.55555557","8830.335302555366","3","","1","27726.666666666668","556665864.2222222","23593.76748682207","1","1366","1119","","1","5","4320","","590.5208623654959","96","","","","","","","","","","","","","","","","","",""
"UT-4","s1","medium","true","capkom","true","","true","Sunny","2012-10-31T12:33:36.239Z","89","","Mozilla","Netscape","5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","de","Win32","Gecko","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","Google Inc.","","Segoe UI, Arial, sans-serif","bold","1.1em","8px","817865","45","494437","ffffff","fadc7a","feeebd","100","8e846b","383838","d19405","fece2f","60","d19405","4c3000","3d3d3d","ffdd57","70","a45b13","381f00","bd7b00","ffffff","30","655e4e","0074c7","eb990f","fff9e5","90","eeb420","1f1f1f","ed9f26","d34d17","20","ffb73d","ffffff","ffe180","5c5c5c","50","80","cccccc","30","60","7px","-7px","-7px","8px","4","1","","811","","155.17158961041233","224","1","5","733","7.0710678118654755","55.25898619731957","149","1","","801","","48.23783669370849","112","1","","978","","64.99743584685989","89","33295","3","","1","2488","","","3","","1","2243","","","29113","5","2","0.7142857142857143","3562.3333333333335","4594142.888888889","2143.3951779568997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UT-40","s5","medium","true","default","true","","true","Excite Bike","","96","","Mozilla","Microsoft Internet Explorer","5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C)","","Win32","","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C)","","","segoe ui, Arial, sans-serif","bold","1.1em","3px","f9f9f9","100","cccccc","e69700","5fa5e3","eeeeee","100","aaaaaa","222222","0a82eb","1484e6","22","ffffff","ffffff","fcdd4a","2293f7","26","2293f7","ffffff","ffffff","e69700","20","e69700","ffffff","ffffff","c5ddfc","25","ffffff","333333","0b54d5","e69700","20","e69700","ffffff","ffffff","e6b900","0","30","e69700","0","20","0px","6px","6px","3px","5","1","5","2204","","245.21056710962156","224","1","5","2297","0.4714045207910317","505.8563696017543","168","1","5","3434","0.4714045207910317","592.9459409498381","134","0.8","5","2793","","693.9457831848249","112","37592","3","","1","5529.333333333333","20774717.555555556","4557.929086279816","3","","1","2949.3333333333335","605781.5555555555","778.3197000947332","32569","5","","1","2747.3333333333335","9037.555555555557","95.06605890408814","58349","3","","1","7699","10948758","3308.890750689723","3","","1","7668.333333333333","4930620.222222222","2220.4999937451526","1","1366","1119","","1","5","2538","0.4714045207910317","195.5544823202873","96","","","","","","","","","","","","","","","","","",""
"UT-41","s8","medium","true","capkom","true","true","","Smoothness","","91","","Mozilla","Microsoft Internet Explorer","5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C)","","Win32","","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C)","","","Verdana,Arial,sans-serif","normal","1.1em","4px","cccccc","75","aaaaaa","222222","222222","ffffff","75","aaaaaa","222222","222222","e6e6e6","75","d3d3d3","555555","888888","dadada","75","999999","212121","454545","ffffff","65","aaaaaa","212121","454545","fbf9ee","55","fcefa1","363636","2e83ff","fef1ec","95","cd0a0a","cd0a0a","cd0a0a","aaaaaa","0","30","aaaaaa","0","30","8px","-8px","-8px","8px","7","1","3","2069","","467.1047943330157","201","1","3","1424","0.4714045207910317","101.70654955420629","167","1","4","1182","","69.53176732017292","143","1","4","1480","","190.71852441636486","125","77875","3","","1","12429","20749766","4555.191104662898","3","","1","9458","1369104.6666666667","1170.08746111847","58427","5","1","0.8333333333333334","6752.666666666667","3993576.2222222225","1998.393410272918","84889","3","1","0.75","7430","10018108.666666666","3165.1395967108097","3","2","0.6","16767","18806966","4336.699897387413","0.6458333333333334","2115","1575","","1","3","1321","0.4714045207910317","65.79260343432738","111","1","4","1443","","111.46399518329775","100","1","4","1218","","41.362892656206824","91","","","","","",""
"UT-42","s4","medium","true","default","true","true","","Excite Bike","","91","","Mozilla","Microsoft Internet Explorer","5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C)","","Win32","","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C)","","","segoe ui, Arial, sans-serif","bold","1.1em","3px","f9f9f9","100","cccccc","e69700","5fa5e3","eeeeee","100","aaaaaa","222222","0a82eb","1484e6","22","ffffff","ffffff","fcdd4a","2293f7","26","2293f7","ffffff","ffffff","e69700","20","e69700","ffffff","ffffff","c5ddfc","25","ffffff","333333","0b54d5","e69700","20","e69700","ffffff","ffffff","e6b900","0","30","e69700","0","20","0px","6px","6px","3px","7","0.8","4","16855","0.7071067811865476","7816.390227432354","201","1","4","8124","","446.18855007969694","167","1","4","6359","","486.39650035290714","143","1","4","6455","","690.4227368471837","125","65018","3","","1","10631.666666666666","88594101.55555555","9412.443973567946","3","","1","6962.333333333333","6834966.888888888","2614.3769599827965","48885","5","","1","6481.666666666667","4927707.555555556","2219.8440385656727","103431","3","2","0.6","12914","30810964.666666668","5550.762530199492","3","3","0.5","17481.333333333332","36058094.222222224","6004.839233669976","0.6458333333333334","2115","1022","","1","4","5672","","1063.738794169989","111","1","4","4336","","214.62059547023907","100","1","3","9207","0.4714045207910317","1985.1645327836738","91","","","","","",""
"UT-43","s1","medium","true","capkom","true","","true","Excite Bike","","112","","Mozilla","Microsoft Internet Explorer","5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C)","","Win32","","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C)","","","segoe ui, Arial, sans-serif","bold","1.1em","3px","f9f9f9","100","cccccc","e69700","5fa5e3","eeeeee","100","aaaaaa","222222","0a82eb","1484e6","22","ffffff","ffffff","fcdd4a","2293f7","26","2293f7","ffffff","ffffff","e69700","20","e69700","ffffff","ffffff","c5ddfc","25","ffffff","333333","0b54d5","e69700","20","e69700","ffffff","ffffff","e6b900","0","30","e69700","0","20","0px","6px","6px","3px","4","1","5","5183","0.4714045207910317","1910.7670943599824","224","1","5","3399","","337.036430605885","149","0.6","5","5055","","2727.166824543172","112","","","","","","89","63919","3","","1","7694.333333333333","4046366.8888888895","2011.5583235116226","3","","1","9560.666666666666","34733296.222222224","5893.496095037497","53612","5","","1","7454.666666666667","25912440.22222222","5090.426330104603","67375","3","1","0.75","5013.666666666667","2382811.5555555555","1543.6358234880258","3","3","0.5","13387.666666666666","57226849.55555555","7564.842996094205","1.5","911","813","","","","","","","","","","","","","","","","","","","","","","","","",""
"UT-44","s1","medium","true","capkom","true","","true","UI darkness","","92","","Mozilla","Microsoft Internet Explorer","5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; CMDTDF; InfoPath.3; Tablet PC 2.0)","","Win32","","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; CMDTDF; InfoPath.3; Tablet PC 2.0)","","","Segoe UI, Arial, sans-serif","bold","1.1em","6px","333333","25","333333","ffffff","ffffff","000000","25","666666","ffffff","cccccc","555555","20","666666","eeeeee","cccccc","0078a3","40","59b4d4","ffffff","ffffff","f58400","30","ffaf0f","ffffff","222222","eeeeee","80","cccccc","2e7db2","4b8e0b","ffc73d","40","ffb73d","111111","a83300","5c5c5c","50","80","cccccc","30","60","7px","-7px","-7px","8px","7","1","4","1757","0.4714045207910317","75.1413482858953","232","0.8","8","2193","7.949056547792323","539.5101945283333","185","0.8","8","1737","8.660254037844387","393.41612829166013","154","1","9","1457","6.847546194724712","74.39085965358916","132","27842","3","","1","2929.3333333333335","446308.2222222222","668.0630376111391","3","","1","2316.3333333333335","414563.5555555555","643.866100641706","36067","5","","1","2871.6666666666665","465553.55555555556","682.3148507511437","52154","3","","1","5074.333333333333","990777.5555555556","995.3780967831046","3","","1","8247","7295244.666666667","2700.971059946157","1","1280","929","","1","3","1501","0.4714045207910317","161.72198366332265","116","1","10","1933","8.73053390247253","394.43151778505506","103","1","4","1687","0.4714045207910317","195.82531898494523","92","","","","","",""
"UT-45","s6","medium","true","capkom","true","","true","UI lightness","","95","","Mozilla","Microsoft Internet Explorer","5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; CMDTDF; InfoPath.3; Tablet PC 2.0; BRI/2)","","Win32","","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; CMDTDF; InfoPath.3; Tablet PC 2.0; BRI/2)","","","Trebuchet MS, Tahoma, Verdana, Arial, sans-serif","bold","1.1em","4px","f6a828","35","e78f08","ffffff","ffffff","eeeeee","100","dddddd","333333","222222","f6f6f6","100","cccccc","1c94c4","ef8c08","fdf5ce","100","fbcb09","c77405","ef8c08","ffffff","65","fbd850","eb8f00","ef8c08","ffe45c","75","fed22f","363636","228ef1","b81900","18","cd0a0a","ffffff","ffd27a","666666","20","50","000000","10","20","5px","-5px","-5px","5px","7","1","4","2638","0.4714045207910317","575.602486289125","238","1","4","2146","0.4714045207910317","215.05813167606567","190","1","9","2479","7.542472332656507","175.6897518038229","159","1","3","1871","0.4714045207910317","224.4504399639261","136","33726","3","","1","4223.333333333333","4182790.8888888895","2045.1872503242557","3","","1","2969","2835014","1683.7499814402374","25835","5","","1","3028","173188.66666666666","416.15942457989183","52595","3","","1","4241.666666666667","3297141.5555555555","1815.8032810730228","3","3","0.5","9255.666666666666","1093284.2222222222","1045.6023250845526","1","1920","1234","","1","3","2279","0.4714045207910317","99.0488095166553","119","1","3","2954","0.4714045207910317","507.0708913839256","106","1","3","2232","0.4714045207910317","481.21951562901336","95","","","","","",""
"UT-46","s4","medium","true","capkom","true","true","true","Excite Bike","","95","","Mozilla","Microsoft Internet Explorer","5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; CMDTDF; InfoPath.3; Tablet PC 2.0; BRI/2)","","Win32","","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; CMDTDF; InfoPath.3; Tablet PC 2.0; BRI/2)","","","segoe ui, Arial, sans-serif","bold","1.1em","3px","f9f9f9","100","cccccc","e69700","5fa5e3","eeeeee","100","aaaaaa","222222","0a82eb","1484e6","22","ffffff","ffffff","fcdd4a","2293f7","26","2293f7","ffffff","ffffff","e69700","20","e69700","ffffff","ffffff","c5ddfc","25","ffffff","333333","0b54d5","e69700","20","e69700","ffffff","ffffff","e6b900","0","30","e69700","0","20","0px","6px","6px","3px","7","1","3","2863","0.4714045207910317","49.74825513411389","238","1","4","2005","0.4714045207910317","184.65643774317752","190","1","4","1380","","221.0163392652729","159","1","4","2031","","462.9653214754739","136","30196","3","","1","3616","6484588.666666667","2546.4855520239394","3","","1","2398.6666666666665","223144.22222222225","472.3814372117328","36891","5","","1","4175.666666666667","1718342.8888888888","1310.8557849316944","136064","3","1","0.75","20090.333333333332","12678381.555555554","3560.6715034604854","3","","1","21218.333333333332","83548137.55555557","9140.467031588461","1","1920","1022","","1","3","1444","","138.93003834864348","119","1","3","1532","","215.8028936063854","106","1","3","2007","","277.3060884053336","95","","","","","",""
"UT-47","s7","medium","true","capkom","true","","true","UI lightness","","96","","Mozilla","Microsoft Internet Explorer","5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3)","","Win32","","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3)","","","Trebuchet MS, Tahoma, Verdana, Arial, sans-serif","bold","1.1em","4px","f6a828","35","e78f08","ffffff","ffffff","eeeeee","100","dddddd","333333","222222","f6f6f6","100","cccccc","1c94c4","ef8c08","fdf5ce","100","fbcb09","c77405","ef8c08","ffffff","65","fbd850","eb8f00","ef8c08","ffe45c","75","fed22f","363636","228ef1","b81900","18","cd0a0a","ffffff","ffd27a","666666","20","50","000000","10","20","5px","-5px","-5px","5px","6","0.6","3","8157","","4002.210500322152","258","0.6","3","1858","0.4714045207910317","523.2044427266352","193","0.8","9","1647","9.246621004453464","439.97357875217915","155","0.8","137","1485","162.28832367117482","387.75959046811465","129","57010","3","1","0.75","6955.666666666667","11901274.888888888","3449.822443096005","3","3","0.5","8013","19085364.666666668","4368.679968442031","48242","5","3","0.625","6789","2304978.6666666665","1518.215619293474","69968","3","1","0.75","14287.333333333334","89765229.55555557","9474.451411852591","3","","1","5004.666666666667","1137484.2222222222","1066.5290536231173","1","1600","1401","","1","3","2892","","865.0272956515432","110","1","3","5745","","4442.132095689586","96","","","","","","","","","","","",""
"UT-48","s7","medium","true","capkom","true","true","","Sunny","","93","","Mozilla","Microsoft Internet Explorer","5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3)","","Win32","","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3)","","","Segoe UI, Arial, sans-serif","bold","1.1em","8px","817865","45","494437","ffffff","fadc7a","feeebd","100","8e846b","383838","d19405","fece2f","60","d19405","4c3000","3d3d3d","ffdd57","70","a45b13","381f00","bd7b00","ffffff","30","655e4e","0074c7","eb990f","fff9e5","90","eeb420","1f1f1f","ed9f26","d34d17","20","ffb73d","ffffff","ffe180","5c5c5c","50","80","cccccc","30","60","7px","-7px","-7px","8px","7","0.8","4","3227","0.5","1047.8637793148496","206","1","3","2164","","166.26150753824194","172","1","3","1909","","227.25218493021262","147","1","3","2178","","45.69707017109764","129","38663","3","","1","6398.333333333333","27525746.88888889","5246.498536060873","3","","1","2436.6666666666665","298677.55555555556","546.5140030736226","26198","5","","1","3228","152508.66666666666","390.5235801672758","89861","3","2","0.6","12198","36608800.666666664","6050.52069384666","3","2","0.6","13703.333333333334","36999813.55555556","6082.747204639985","0.75","2133","1408","","1","4","2247","","66.99419543678559","114","1","8","2166","6.377042156569663","105.43981959182004","103","1","4","2105","","58.766959727006096","93","","","","","",""
"UT-49","s7","medium","true","capkom","true","","true","Excite Bike","","89","","Mozilla","Microsoft Internet Explorer","5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3)","","Win32","","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3)","","","segoe ui, Arial, sans-serif","bold","1.1em","3px","f9f9f9","100","cccccc","e69700","5fa5e3","eeeeee","100","aaaaaa","222222","0a82eb","1484e6","22","ffffff","ffffff","fcdd4a","2293f7","26","2293f7","ffffff","ffffff","e69700","20","e69700","ffffff","ffffff","c5ddfc","25","ffffff","333333","0b54d5","e69700","20","e69700","ffffff","ffffff","e6b900","0","30","e69700","0","20","0px","6px","6px","3px","6","0.8","36","11683","21.266170318136737","4216.704874662205","201","1","3","4017","0.4714045207910317","449.4146810636648","161","1","4","2149","0.4714045207910317","510.0132895871984","134","1","9","2379","8.259674462242577","208.88433801189277","115","84904","3","","1","18366.666666666668","321716291.5555555","17936.451476129707","3","","1","5921","881288.6666666666","938.7697623308212","80624","5","","1","7202.333333333333","3804840.2222222225","1950.599964683231","183980","3","","1","31029.666666666668","77316921.55555557","8793.004125755631","3","1","0.75","26283","65087018","8067.652570605653","1","1600","1408","","1","3","2314","0.4714045207910317","265.08656866934786","100","1","3","2477","0.4714045207910317","140.11741108402228","89","","","","","","","","","","","",""
"UT-5","s2","medium","true","capkom","true","","true","UI lightness","2012-10-31T13:41:28.435Z","89","","Mozilla","Netscape","5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","de","Win32","Gecko","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","Google Inc.","","Trebuchet MS, Tahoma, Verdana, Arial, sans-serif","bold","1.1em","4px","f6a828","35","e78f08","ffffff","ffffff","eeeeee","100","dddddd","333333","222222","f6f6f6","100","cccccc","1c94c4","ef8c08","fdf5ce","100","fbcb09","c77405","ef8c08","ffffff","65","fbd850","eb8f00","ef8c08","ffe45c","75","fed22f","363636","228ef1","b81900","18","cd0a0a","ffffff","ffd27a","666666","20","50","000000","10","20","5px","-5px","-5px","5px","4","1","3","976","4.714045207910316","67.06381703687582","224","1","","894","","95.4602884275271","149","1","","842","","34.101156708957674","112","1","","993","","65.79260343432738","89","94095","3","","1","1506","","","3","","1","2153","","","131319","5","","1","12020.333333333334","222263628.22222218","14908.508584772058","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
